"Betriebsname","Strasse","Nr.","Kreis","PLZ","Ort","Oeffnungszeit","Betriebsart","Status","X","Y"
"Masi-Winebar","Seefeldstrasse",5,8,8008,"Zürich","tägl. 0400 Uhr","Gastwirtschaft","Offen",683818.016,246620.212
"Take Easy","Badenerstrasse",213,3,8003,"Zürich","tägl. 0400 Uhr","Gastwirtschaft","Offen",681521.042,247704.333
"BP Service Wollishofen","Mythenquai",320,2,8038,"Zürich","tägl. Frei","Tankstelle","Offen",682773.275,244743.273
"La Cucina Cafe-Bar","Langstrasse",133,4,8004,"Zürich","täglich 04:00","Gastwirtschaft","Offen",682236.824,248244.367
"Bagatelle","Langstrasse",93,4,8004,"Zürich","täglich 0400 Uhr","Gastwirtschaft","Offen",682165.2,248048.114
"Bodega Espanola","Münstergasse",15,1,8001,"Zürich","täglich bis 0200 Uhr","Gastwirtschaft","Offen",683494.584,247296.867
"Suan Long","Stadelhoferstrasse",22,1,8001,"Zürich","täglich bis 0200 Uhr","Gastwirtschaft","Offen",683739.349,246842.973
"Swissôtel","Schulstrasse",44,11,8050,"Zürich","täglich bis 0200 Uhr","Gastwirtschaft","Offen",683424.64,251700.549
"Etna","Hardplatz",7,4,8004,"Zürich","täglich bis 0300 Uhr","Gastwirtschaft","Offen",681247.169,248486.388
"2. Akt","Selnaustrasse",2,1,8002,"Zürich","täglich bis 0400 Uhr","Gastwirtschaft","Offen",682699.869,247135.335
"Dolce Vita","Häringstrasse",2,1,8001,"Zürich","täglich bis 0400 Uhr","Cabaret / Nachtclub","Offen",683475.987,247690.313
"Imperium","Stüssihofstatt",17,1,8001,"Zürich","täglich bis 0400 Uhr","Cabaret / Nachtclub","Offen",683422.404,247431.782
"Papa Joe's","Schifflände",18,1,8001,"Zürich","täglich bis 0400 Uhr","Gastwirtschaft","Offen",683536.255,247023.479
"Swiss Casinos Zürich AG","Gessnerallee",3,1,8001,"Zürich","täglich bis 05:00","Gastwirtschaft","Offen",682644.958,247521.303
"Agip Tankstelle","Dörflistrasse",80,11,8050,"Zürich","Täglich bis 0500 Uhr","Tankstelle","Offen",683902.484,251551.545
"Belmondo","Röschibachstrasse",75,10,8037,"Zürich",,"Gastwirtschaft","Offen",682277.531,249741.211
"Black & White","Langstrasse",65,4,8004,"Zürich",,"Gastwirtschaft","Offen",682110.464,247923.854
"Landhus","Katzenbachstrasse",10,11,8052,"Zürich",,"Gastwirtschaft","Offen",683796.423,252907.193
"Salt-Pepper","Ohmstrasse",21,11,8050,"Zürich",,"Gastwirtschaft","Offen",683528.085,251748.997
"Chiil Bar","Glatttalstrasse",94,11,8052,"Zürich",,"Nebenwirtschaft","Offen",683501.918,253714.253
"0815","Lintheschergasse",23,1,8001,"Zürich",,"Gastwirtschaft","Offen",683088.801,247913.675
"20/20 by Mövenpick Wein Restaurant","Nüschelerstrasse",1,1,8001,"Zürich",,"Gastwirtschaft","Offen",682988.718,247273.514
"313","Birmensdorferstrasse",313,3,8055,"Zürich",,"Gastwirtschaft","Offen",680860.763,247078.199
"A1 Albis Asian","Badenerstrasse",298,4,8004,"Zürich",,"Gastwirtschaft","Offen",681157.095,247929.615
"AGDAG FOOD","Tramstrasse ",10,11,8050,"Zürich",,"Nebenwirtschaft","Offen",683704.451,251489.962
"AGIP Tankstelle","Manessestrasse",190,3,8045,"Zürich",,"Nebenwirtschaft","Offen",681876.692,246145.582
"AKAD Jungholz","Jungholzstrasse",43,11,8050,"Zürich",,"Gastwirtschaft","Offen",683379.865,252213.984
"AOZ Tasteria","Robert-Maillart-Strasse ",12,11,8050,"Zürich",,"Gastwirtschaft","Offen",682590.403,252131.953
"AURORA","Bahnhofstrasse",61,1,8001,"Zürich",,"Gastwirtschaft","Offen",683030.8,247514.773
"Abaris Wellness Club","Schulstrasse",44,11,8050,"Zürich",,"Gastwirtschaft","Offen",683424.64,251700.549
"Accademia del Gusto ","Rotwandstrasse",48,4,8004,"Zürich",,"Gastwirtschaft","Offen",682322.687,247737.175
"Adler","Rosengasse",10,1,8001,"Zürich",,"Gastwirtschaft","Offen",683444.49,247507.283
"Adlisberg","Adlisbergstrasse",75,7,8044,"Zürich",,"Gastwirtschaft","Offen",686378.597,247756.725
"Aemtlerhalle","Gertrudstrasse",37,3,8003,"Zürich",,"Gastwirtschaft","Offen",681316.118,247504.594
"Ah-Hua","Brauerstrasse",9,4,8004,"Zürich",,"Nebenwirtschaft","Offen",682279.953,247933.177
"Ah-Hua 2","Ankerstrasse",110,4,8004,"Zürich",,"Gastwirtschaft","Offen",682262.246,247821.141
"Al Forno","Universitätstrasse ",40,6,8006,"Zürich",,"Gastwirtschaft","Offen",683799.987,248347.531
"Al Porto","Museumstrasse ",1,1,8001,"Zürich",,"Gastwirtschaft","Offen",683221.128,248079.612
"Al Posto giusto","Horneggstrasse",5,8,8008,"Zürich",,"Nebenwirtschaft","Offen",684627.956,245212.679
"Al Solito Posto","Gasometerstrasse",26,5,8005,"Zürich",,"Gastwirtschaft","Offen",682348.374,248709.409
"Albisgarten","Albisstrasse",29,2,8038,"Zürich",,"Gastwirtschaft","Offen",682582.61,244252.712
"Alden Luxury Suite Hotel","Splügenstrasse",2,2,8002,"Zürich",,"Gastwirtschaft","Offen",682757.443,246551.392
"Alessandro Nannini","Ohmstrasse",11,11,8050,"Zürich",,"Gastwirtschaft","Offen",683549.533,251651.451
"Ali Baba","Glaubtenstrasse",1,11,8046,"Zürich",,"Ausgabestelle","Offen",681532.669,252009.428
"Allegro","Mutschellenstrasse",137,2,8038,"Zürich",,"Gastwirtschaft","Offen",682365.999,244584.953
"Allmann's Rathausbrücke","Rathausbrücke",1,1,8001,"Zürich",,"Ausgabestelle","Offen",683344.665,247365.148
"Alte Trotte","Limmattalstrasse",88,10,8049,"Zürich",,"Gastwirtschaft","Offen",680654.602,250245.699
"Alter Tobelhof","Tobelhofstrasse",236,7,8044,"Zürich",,"Gastwirtschaft","Offen",686806.104,248572.564
"Alters- u. Pflegeheim Wiesliacher","Wiesliacher ",30,7,8053,"Zürich",,"Gastwirtschaft","Offen",687641.854,245479.758
"Alters- und Pflegeheim Grünhalde","Grünhaldenstrasse ",19,11,8052,"Zürich",,"Gastwirtschaft","Offen",683600.604,252380.81
"Alters- und Pflegeheim St. Peter + Paul","Werdgässchen ",15,4,8004,"Zürich",,"Gastwirtschaft","Offen",682311.718,247361.089
"Alters- und Pflegewohnheim Neumünster","Minervastrasse",144,7,8032,"Zürich",,"Gastwirtschaft","Offen",684678.954,246363.193
"Altersheim Arkadia","Südstrasse",24,8,8008,"Zürich",,"Gastwirtschaft","Offen",684947.824,245438.152
"Altersheim Bullinger","Bullingerstrasse",69,4,8004,"Zürich",,"Gastwirtschaft","Offen",680944.488,248347.147
"Altersheim Burstwiese","Burstwiesenstrasse ",18,3,8055,"Zürich",,"Gastwirtschaft","Offen",680719.077,247191.085
"Altersheim Bürgerasyl Pfrundhaus","Leonhardstrasse ",18,1,8001,"Zürich",,"Gastwirtschaft","Offen",683619.837,247974.557
"Altersheim Herzogenmühle","Glattstegweg",7,12,8051,"Zürich",,"Gastwirtschaft","Offen",685675.21,251325.815
"Altersheim Klus Park","Asylstrasse",130,7,8032,"Zürich",,"Gastwirtschaft","Offen",685045.732,246600.35
"Altersheim Limmat","Limmatstrasse",186,5,8005,"Zürich",,"Gastwirtschaft","Offen",682415.066,249034.325
"Altersheim Mittelleimbach","Leimbachstrasse",210,2,8041,"Zürich",,"Gastwirtschaft","Offen",681358.724,242235.377
"Altersheim Oberstrass","Langensteinenstrasse ",40,11,8057,"Zürich",,"Gastwirtschaft","Offen",683684.439,249791.767
"Altersheim Wildbach","Inselhofstrasse ",2,8,8008,"Zürich",,"Gastwirtschaft","Offen",684510.444,245784.469
"Alterswohnheim Studacker","Studackerstrasse ",22,2,8038,"Zürich",,"Gastwirtschaft","Offen",682600.258,243622.575
"Alterszentrum Hottingen","Freiestrasse ",71,7,8032,"Zürich",,"Gastwirtschaft","Offen",684516.675,246966.231
"Alterszentrum Kalchbühl","Kalchbühlstrasse ",118,2,8038,"Zürich",,"Gastwirtschaft","Offen",682825.051,243222.675
"Alterszentrum Selnau","Selnaustrasse ",18,1,8001,"Zürich",,"Gastwirtschaft","Offen",682628.828,247192.714
"Alterszentrum Stampfenbach","Lindenbachstrasse",1,6,8006,"Zürich",,"Gastwirtschaft","Offen",683085.536,249028.18
"Altes Klösterli","Klosterweg",36,7,8044,"Zürich",,"Gastwirtschaft","Offen",685839.008,249096.096
"Altstadt","Kirchgasse",4,1,8001,"Zürich",,"Gastwirtschaft","Offen",683496.921,247086.374
"Altstetten","Altstetterstrasse",130,9,8048,"Zürich",,"Gastwirtschaft","Offen",679115.775,249240.322
"Alumni Quattro Lounge","Wolfgang-Pauli-Strasse",15,10,8049,"Zürich",,"Gastwirtschaft","Offen",680683.993,251457.202
"Am Brühlbach","Kappenbühlweg",11,10,8049,"Zürich",,"Gastwirtschaft","Offen",680007.315,250846.751
"Am Limmatplatz","Kornhausbrücke",2,5,8005,"Zürich",,"Gastwirtschaft","Offen",682570.75,248787.109
"Am Neumarkt","Neumarkt",5,1,8001,"Zürich",,"Gastwirtschaft","Offen",683613.908,247456.521
"Amalfi","Mainaustrasse",23,8,8008,"Zürich",,"Gastwirtschaft","Offen",683949.06,246132.068
"Amano","Konradstrasse",40,5,8005,"Zürich",,"Kleinwirtschaft","Offen",682821.426,248374.157
"Ambassador","Falkenstrasse",6,8,8008,"Zürich",,"Gastwirtschaft","Offen",683720.655,246536.287
"Ami","Schaffhauserstrasse",448,11,8050,"Zürich",,"Gastwirtschaft","Offen",683583.255,252441.36
"Angkor","Giessereistrasse ",18,5,8005,"Zürich",,"Gastwirtschaft","Offen",681460.42,249377.271
"Angolo ","Hardturmstrasse",133,5,8005,"Zürich",,"Gastwirtschaft","Offen",681148.59,249692.383
"Annam Cafe","Sihlfeldstrasse",10,3,8003,"Zürich",,"Gastwirtschaft","Offen",681490.505,247460.037
"Antiquario da Marco","Freiestrasse",213,7,8032,"Zürich",,"Gastwirtschaft","Offen",685209.011,246169.898
"Aparthotel","Karlstrasse",5,8,8008,"Zürich",,"Gastwirtschaft","Offen",684513.323,245555.923
"Aperto","Langstrasse",134,4,8004,"Zürich",,"Nebenwirtschaft","Offen",682261.854,248234.373
"Arcade","Birmensdorferstrasse",67,4,8004,"Zürich",,"Gastwirtschaft","Offen",682007.278,247258.089
"Arche Bistro","Hohlstrasse",489,9,8048,"Zürich",,"Gastwirtschaft","Offen",679708.876,249220.848
"Argentina Steakhouse","Thurgauerstrasse",36,11,8050,"Zürich",,"Gastwirtschaft","Offen",683996.977,252043.896
"Argentina Steakhouse ","Regensdorferstrasse",20,10,8049,"Zürich",,"Gastwirtschaft","Offen",679887.497,250879.55
"Arjana","Gutstrasse",173,9,8047,"Zürich",,"Ausgabestelle","Offen",680296.5,247609.885
"Arlette","Stampfenbachstrasse",26,1,8001,"Zürich",,"Gastwirtschaft","Offen",683454.285,248139.533
"Aroma","Asylstrasse",110,7,8032,"Zürich",,"Gastwirtschaft","Offen",684977.509,246675.832
"Aroma Cafe & Bar","Schaffhauserstrasse",573,11,8052,"Zürich",,"Gastwirtschaft","Offen",684102.449,253335.545
"Arthouse Le Paris","Gottfried-Keller-Strasse ",7,1,8001,"Zürich",,"Ausgabestelle","Offen",683756.095,246765.474
"Ascot","Tessinerplatz",9,2,8002,"Zürich",,"Gastwirtschaft","Offen",682603.846,246470.787
"Asia-Tisch","Hallwylstrasse",34,4,8004,"Zürich",,"Gastwirtschaft","Offen",682334.838,247329.089
"Asian Dining","Altstetterstrasse",124,9,8048,"Zürich",,"Gastwirtschaft","Offen",679116.696,249285.451
"Asian Fast Food","Hotzestrasse",65,6,8006,"Zürich",,"Gastwirtschaft","Offen",683087.573,249595.433
"Asian Moon","Seefeldstrasse",40,8,8008,"Zürich",,"Gastwirtschaft","Offen",683930.565,246387.715
"Asian Restaurant Teoh","Bäckerstrasse",37,4,8004,"Zürich",,"Gastwirtschaft","Offen",682330.158,247687.289
"Asian Take Away","Talacker",50,1,8001,"Zürich",,"Nebenwirtschaft","Offen",682797.835,247421.434
"Asiaway","Schwamendingenstrasse ",10,11,8050,"Zürich",,"Gastwirtschaft","Offen",683675.582,251369.745
"Ass. Portuguesa","Birchstrasse",80,6,8057,"Zürich",,"Gastwirtschaft","Offen",682857.19,251256.657
"Attika","Giesshübelstrasse",4,3,8045,"Zürich",,"Gastwirtschaft","Offen",681868.257,245997.504
"Auhof","Ueberlandstrasse",215,12,8050,"Zürich",,"Gastwirtschaft","Offen",685478.343,251705.156
"Autogrill","Baslerstrasse",50,9,8048,"Zürich",,"Gastwirtschaft","Offen",680016.511,248918.359
"Aux carrés","Leutschenbachstrasse ",71,11,8050,"Zürich",,"Gastwirtschaft","Offen",684371.231,252509.943
"Avanti ","Stationsstrasse ",1,3,8003,"Zürich",,"Kleinwirtschaft","Offen",681691.376,247462.642
"Avenida","Strassburgstrasse",17,4,8004,"Zürich",,"Gastwirtschaft","Offen",682276.833,247463.969
"Avia Tankstellenshop","Mythenquai",353,2,8038,"Zürich",,"Tankstelle","Offen",682818.753,244421.73
"Ayverdis","Wehntalerstrasse",289,11,8046,"Zürich",,"Gastwirtschaft","Offen",682017.602,251743.72
"Azzurro","Hohlstrasse",451,9,8048,"Zürich",,"Gastwirtschaft","Offen",680206.103,249015.264
"B2 Boutique Hotel + Spa","Brandschenkestrasse",150,2,8002,"Zürich",,"Gastwirtschaft","Offen",682019.355,246521.809
"B5 ÄssStube","Birmensdorferstrasse",5,4,8004,"Zürich",,"Gastwirtschaft","Offen",682250.873,247462.049
"BP Service Leimbach","Soodstrasse",42,2,8002,"Zürich",,"Tankstelle","Offen",681552,242542.868
"Babette","Bertastrasse",16,3,8003,"Zürich",,"Gastwirtschaft","Offen",681286.349,247672.452
"Babu's Bakery & Coffeehouse","Löwenstrasse",1,1,8001,"Zürich",,"Gastwirtschaft","Offen",682750.781,247490.766
"Bachmair Kiosk ","Albisriederstrasse ",369,9,8047,"Zürich",,"Nebenwirtschaft","Offen",679017.044,247683.486
"Backbar","Seefeldstrasse ",169,8,8008,"Zürich",,"Nebenwirtschaft","Offen",684486.434,245552.27
"Bad Auhof","Luegislandstrasse",160,12,8051,"Zürich",,"Gastwirtschaft","Offen",685489.614,251488.31
"Bahnhof Wiedikon","Seebahnstrasse",33,3,8003,"Zürich",,"Gastwirtschaft","Offen",681927.003,247235.651
"Bakeshop","Schaffhauserstrasse ",473,11,8052,"Zürich",,"Nebenwirtschaft","Offen",683725.665,252728.721
"Bamboo Inn","Culmannstrasse",19,6,8006,"Zürich",,"Gastwirtschaft","Offen",683713.753,248334.855
"Ban Song Thai","Kirchgasse",6,1,8001,"Zürich",,"Gastwirtschaft","Offen",683505.294,247093.189
"Bar Basso","Sihlstrasse",59,1,8001,"Zürich",,"Gastwirtschaft","Offen",682687.018,247426.619
"Bar Caffe Incontro","Talacker",50,1,8001,"Zürich",,"Gastwirtschaft","Offen",682797.835,247421.434
"Bar Infinito","Sihlstrasse",20,1,8001,"Zürich",,"Gastwirtschaft","Offen",682944.374,247551.456
"Bar Tifosi ","Herbartstrasse ",7,4,8004,"Zürich",,"Gastwirtschaft","Offen",682081.084,248039.825
"Bar Züri West","Altstetterstrasse",140,9,8048,"Zürich",,"Gastwirtschaft","Offen",679122.2,249162.384
"Barekunst","Josefstrasse",27,5,8005,"Zürich",,"Gastwirtschaft","Offen",682655.521,248389.783
"Barfussbar","Stadthausquai",12,1,8001,"Zürich",,"Gastwirtschaft","Offen",683340.996,246987.593
"Barkat Continental Food","Glatttalstrasse ",104,11,8052,"Zürich",,"Gastwirtschaft","Offen",683462.548,253825.987
"Basilea","Zähringerstrasse",25,1,8001,"Zürich",,"Gastwirtschaft","Offen",683514.974,247740.632
"Basilicum","Haldenbachstrasse ",2,6,8006,"Zürich",,"Gastwirtschaft","Offen",683694.739,248244.396
"Basler Hofmann","Forchstrasse",395,8,8008,"Zürich",,"Gastwirtschaft","Offen",686436.262,245133.303
"Bauer","Badenerstrasse",355,3,8003,"Zürich",,"Gastwirtschaft","Offen",680873.005,248055.524
"Bauernschänke","Rindermarkt",24,1,8001,"Zürich",,"Gastwirtschaft","Offen",683572.666,247431.213
"Baumann","Balgriststrasse",2,8,8008,"Zürich",,"Gastwirtschaft","Offen",685906.177,245434.951
"Bauschänzli","Stadthausquai",2,1,8001,"Zürich",,"Gastwirtschaft","Offen",683363.732,246920.082
"Be Happy","Bahnhaldenstrasse ",17,11,8052,"Zürich",,"Nebenwirtschaft","Offen",683460.54,252586.28
"Beauty Villa Valentino","Bellerivestrasse",15,8,8008,"Zürich",,"Nebenwirtschaft","Offen",683900.578,246039.359
"Beauty Villa Valentino","Feldeggstrasse",32,8,8008,"Zürich",,"Nebenwirtschaft","Offen",683999.885,246043.448
"Beck Keller","Schaffhauserstrasse",351,11,8050,"Zürich",,"Nebenwirtschaft","Offen",683579.863,251570.368
"Beck Keller's Pavillon","Rütihofstrasse",40,10,8049,"Zürich",,"Nebenwirtschaft","Offen",678381.436,251967.79
"Bederhof","Brandschenkestrasse",177,2,8002,"Zürich",,"Gastwirtschaft","Offen",682189.309,246309.774
"Behindertenwerk St. Jakob","Kanzleistrasse",18,4,8004,"Zürich",,"Nebenwirtschaft","Offen",682241.255,247592.364
"Bellevue Deli","Bellevueplatz",2,1,8001,"Zürich",,"Gastwirtschaft","Offen",683584,246806
"Benzin & Koffein Cafébar und Accessoirs","Aemtlerstrasse",48,3,8003,"Zürich",,"Gastwirtschaft","Offen",681269.448,247461.957
"Bergrestaurant Uto Staffel","Gratstrasse",6,3,8143,"Zürich",,"Gastwirtschaft","Offen",679790.555,244635.746
"Berner Konditorei","Hottingerstrasse",33,7,8032,"Zürich",,"Nebenwirtschaft","Offen",684250.102,247127.849
"Bernerhof","Zeughausstrasse",1,4,8004,"Zürich",,"Gastwirtschaft","Offen",682576.586,247657.087
"Bernoulli Brasserie","Hardturmstrasse",261,5,8005,"Zürich",,"Gastwirtschaft","Offen",680729.388,249745.589
"Bethania Park Restaurant","Toblerstrasse",51,7,8044,"Zürich",,"Gastwirtschaft","Offen",684471.259,248399.31
"Beyond","Zollstrasse",20,5,8005,"Zürich",,"Gastwirtschaft","Offen",682857.008,248282.737
"Bi Lux","Badenerstrasse ",587,9,8048,"Zürich",,"Gastwirtschaft","Offen",679724.223,248785.955
"Bianchi ","Limmatquai",82,1,8001,"Zürich",,"Gastwirtschaft","Offen",683409.151,247548.959
"Big Basar Zürich","Bahnhofstrasse",79,1,8001,"Zürich",,"Nebenwirtschaft","Offen",683078.046,247731.413
"Bimi","Seefeldstrasse",25,8,8008,"Zürich",,"Gastwirtschaft","Offen",683914.403,246465.798
"Bindella","In Gassen",6,1,8001,"Zürich",,"Gastwirtschaft","Offen",683242.827,247235.456
"Birchegg","Wehntalerstrasse",119,6,8057,"Zürich",,"Gastwirtschaft","Offen",682686.994,250892.86
"Birchhoflädeli","Köschenrütistrasse",6,11,8052,"Zürich",,"Gastwirtschaft","Offen",683010.701,253078.69
"Bistro ","Dufourstrasse",35,8,8008,"Zürich",,"Gastwirtschaft","Offen",683840.714,246395.44
"Bistro Albisrieden","Albisriederstrasse  ",356,9,8047,"Zürich",,"Gastwirtschaft","Offen",679081.42,247721.151
"Bistro Antep","Schaffhauserstrasse",449,11,8052,"Zürich",,"Gastwirtschaft","Offen",683557.013,252472.102
"Bistro Dolce","Wipkingerweg",2,10,8037,"Zürich",,"Gastwirtschaft","Offen",681959.679,249739.771
"Bistro Horizont","Mühlebachstrasse ",112,8,8008,"Zürich",,"Gastwirtschaft","Offen",684308.323,246073.24
"Bistro Hürlimann","Küngenmatt",45,3,8055,"Zürich",,"Gastwirtschaft","Offen",680558.365,246849.614
"Bistro Landesmuseum","Museumstrasse",2,1,8023,"Zürich",,"Gastwirtschaft","Offen",683226.121,248178.521
"Bistro Lochergut","Badenerstrasse ",230,4,8004,"Zürich",,"Gastwirtschaft","Offen",681484.134,247765.91
"Bistro Take Away","Beckenhofstrasse",70,6,8006,"Zürich",,"Gastwirtschaft","Offen",683158.699,249089.091
"Bistro ufem Chilehügel","Pfarrhausstrasse",23,9,8048,"Zürich",,"Gastwirtschaft","Offen",678943.717,248962.962
"Bistrot chez  Marion","Mühlegasse",22,1,8001,"Zürich",,"Gastwirtschaft","Offen",683513.63,247608.881
"Black","Färberstrasse",6,8,8008,"Zürich",,"Gastwirtschaft","Offen",683843.135,246240.895
"Blaue Ente","Seefeldstrasse",223,8,8008,"Zürich",,"Gastwirtschaft","Offen",684812.602,245167.108
"Blindekuh","Mühlebachstrasse",148,8,8008,"Zürich",,"Gastwirtschaft","Offen",684503.771,245870.07
"Blockhus","Schifflände",4,1,8001,"Zürich",,"Gastwirtschaft","Offen",683577,246960
"Blue Bar","Dübendorfstrasse",339,12,8051,"Zürich",,"Gastwirtschaft","Offen",687011.925,250404.656
"Blue Pizza Kurier GmbH","Bahnhaldenstrasse",32,11,8052,"Zürich",,"Gastwirtschaft","Offen",683409.626,252662.087
"Blueberry-Mövenpick","Bahnhofplatz",15,1,8001,"Zürich",,"Gastwirtschaft","Offen",683182.716,247978.398
"Blume","Winterthurerstrasse",534,12,8051,"Zürich",,"Gastwirtschaft","Offen",685647.535,250990.117
"Blumenau La Trattoria","Seefeldstrasse",269,8,8008,"Zürich ",,"Gastwirtschaft","Offen",684974.228,244852.858
"Blumenhalle Eventhall Lounge","Heinrichstrasse",237,5,8005,"Zürich",,"Gastwirtschaft","Offen",681845.01,249215.886
"Bombay Karachi","Stampfenbachstrasse ",32,6,8006,"Zürich",,"Kleinwirtschaft","Offen",683442.377,248192.349
"Bootsvermietung Enge","Mythenquai",25,2,8002,"Zürich",,"Ausgabestelle","Offen",682919.173,246187.564
"Botanischer Garten","Zollikerstrasse",107,8,8008,"Zürich",,"Gastwirtschaft","Offen",684716.459,245941.609
"Bottega Berta","Bertastrasse",36,3,8003,"Zürich",,"Gastwirtschaft","Offen",681182.254,247584.682
"Boucherville AG","Kinkelstrasse",40,6,8006,"Zürich",,"Nebenwirtschaft","Offen",683458.894,249112.493
"Brahmshof","Brahmsstrasse ",22,3,8003,"Zürich",,"Gastwirtschaft","Offen",680646.055,248090.114
"Braschler's im Viadukt...52","Limmatstrasse",231,5,8005,"Zürich",,"Nebenwirtschaft","Offen",682138.621,249126.815
"Brasil Grill ","Zwinglistrasse",35,4,8004,"Zürich",,"Gastwirtschaft","Offen",682261.997,248103.043
"Brasserie Seefeld","Horneggstrasse",15,8,8008,"Zürich",,"Gastwirtschaft","Offen",684660.343,245243.424
"Brauerhof","Brauerstrasse",26,4,8004,"Zürich",,"Gastwirtschaft","Offen",682263.769,247974.141
"Breitinger","Breitingerstrasse",20,2,8002,"Zürich",,"Gastwirtschaft","Offen",682665.91,246313.287
"Brezelbäckerei Victoria","Stadelhoferstrasse ",41,1,8001,"Zürich",,"Ausgabestelle","Offen",683675.48,246881.917
"Bridge Center Zürich","Zimmergasse",16,8,8008,"Zürich",,"Gastwirtschaft","Offen",684040.996,246320.198
"Bristol Garni","Stampfenbachstrasse",34,6,8006,"Zürich",,"Gastwirtschaft","Offen",683434.311,248231.913
"Brunau Park","Giesshübelstrasse",65,3,8045,"Zürich",,"Gastwirtschaft","Offen",681547.55,245824.87
"Brunegg","Brunaustrasse",61,2,8002,"Zürich",,"Gastwirtschaft","Offen",682202.864,245424.625
"Bubbles","Strassburgstrasse",15,4,8004,"Zürich",,"Gastwirtschaft","Offen",682291.573,247448.321
"Buchzelg","Buchzelgstrasse",52,7,8053,"Zürich",,"Gastwirtschaft","Offen",686800.931,246047.841
"Buenavista","Lindenplatz ",6,9,8048,"Zürich",,"Gastwirtschaft","Offen",679045.962,249067.356
"Buffet Espresso","Hofwiesenstrasse",369,11,8050,"Zürich",,"Gastwirtschaft","Offen",683435.529,251770.66
